Nummer;Ländercode;Swiss Location ID;DiDok-Code;Prüfziffer;Bezeichnung Offiziell;Status Haltestellenname;Haltestellentyp;Type d'arrêt;Stop Type;Tipo di fermata;Bezeichnung Lang;Abkürzung;Betriebspunkt des Fahrplans;Bedienpunkt;Geschäftsorganisation Nummer;Geschäftsorganisation Abkürzung;Geschäftsorganisation Name;ISO-Ländercode;Typ reiner Betriebspunkt;Verkehrsmittel;Moyen de transport;Mezzi di trasporto;Means of Transport;Kanton;Gemeinde;Gemeindenummer BFS;Ortschaft;Swiss Business Organisation ID;BAV Kommentar;E-Koordinate;N-Koordinate;Höhe über Meer;Link auf Karte
91079;85;ch:1:sloid:91079;8591079;4;Zürich, Bezirksgebäude;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Bus_Tram;BUS|TRAM;BUS|TRAM;BUS|TRAM;ZH;Zürich;261;Zürich;ch:1:sboid:100648;;2682089.0;1247605.0;411.0;47.3741689542345, 8.525556170703762
91078;85;ch:1:sloid:91078;8591078;6;Zürich, Bethanien;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Bus;BUS;BUS;BUS;ZH;Zürich;261;Zürich;ch:1:sboid:100648;;2684377.0;1248387.0;523.0;47.38091273757635, 8.555994704249194
91077;85;ch:1:sloid:91077;8591077;8;Zürich, Besenrainstrasse;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Bus;BUS;BUS;BUS;ZH;Zürich;261;Zürich;ch:1:sboid:100648;;2682307.0;1244418.0;431.0;47.34547970318564, 8.527856615609887
90864;85;ch:1:sloid:90864;8590864;0;Wädenswil, Meierhof-Rain;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;807;SZU Auto;Automobildienst SZU;CH;;Bus;BUS;BUS;BUS;ZH;Wädenswil;293;Wädenswil;ch:1:sboid:100606;;2694017.0;1230937.999;438.0;47.22268321170667, 8.67997762750485
91085;85;ch:1:sloid:91085;8591085;1;Zürich, Birch-/Glatttalstrasse;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Bus;BUS;BUS;BUS;ZH;Zürich;261;Zürich;ch:1:sboid:100648;;2683560.0;1253545.0;443.0;47.42740418741858, 8.54614092905634
90868;85;ch:1:sloid:90868;8590868;1;Wädenswil, Schlossbergstrasse;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;807;SZU Auto;Automobildienst SZU;CH;;Bus;BUS;BUS;BUS;ZH;Wädenswil;293;Wädenswil;ch:1:sboid:100606;;2693635.0;1231216.999;427.0;47.22524664901663, 8.674992781400357
91090;85;ch:1:sloid:91090;8591090;1;Zürich, Blumenfeldstrasse;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Bus;BUS;BUS;BUS;ZH;Zürich;261;Zürich;ch:1:sboid:100648;;2680480.94;1253098.87;450.1;47.423775653279066, 8.505255366896526
90873;85;ch:1:sloid:90873;8590873;1;Wädenswil, Tiefenhofweiher;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;807;SZU Auto;Automobildienst SZU;CH;;Bus;BUS;BUS;BUS;ZH;Wädenswil;293;Wädenswil;ch:1:sboid:100606;;2692498.0;1232177.999;443.0;47.234049592185855, 8.660179697722796
91088;85;ch:1:sloid:91088;8591088;5;Zürich, Birchstrasse;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Bus;BUS;BUS;BUS;ZH;Zürich;261;Zürich;ch:1:sboid:100648;;2682806.0;1251938.0;440.0;47.41304731604373, 8.5358508113117
90872;85;ch:1:sloid:90872;8590872;3;Wädenswil, Tiefenhofstrasse;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;807;SZU Auto;Automobildienst SZU;CH;;Bus;BUS;BUS;BUS;ZH;Wädenswil;293;Wädenswil;ch:1:sboid:100606;;2692671.0;1232460.999;409.0;47.236570510977096, 8.662522299090758
90887;85;ch:1:sloid:90887;8590887;1;Wallisellen, Guyer-Weg;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;773;VBG;Verkehrsbetriebe Glattal;CH;;Bus;BUS;BUS;BUS;ZH;Wallisellen;69;Wallisellen;ch:1:sboid:100575;;2687662.926;1252431.824;465.9;47.41685964090217, 8.600295543834727
90859;85;ch:1:sloid:90859;8590859;0;Wädenswil, Frohmatt;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;807;SZU Auto;Automobildienst SZU;CH;;Bus;BUS;BUS;BUS;ZH;Wädenswil;293;Wädenswil;ch:1:sboid:100606;;2692688.0;1231699.999;455.0;47.229724056328614, 8.662590019788997
90877;85;ch:1:sloid:90877;8590877;2;Wädenswil, Weinrebe;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;807;SZU Auto;Automobildienst SZU;CH;;Bus;BUS;BUS;BUS;ZH;Wädenswil;293;Wädenswil;ch:1:sboid:100606;;2693419.0;1231901.999;408.0;47.231437783132435, 8.672283360943497
90884;85;ch:1:sloid:90884;8590884;8;Wallisellen, Florastrasse;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;773;VBG;Verkehrsbetriebe Glattal;CH;;Bus;BUS;BUS;BUS;ZH;Wallisellen;69;Wallisellen;ch:1:sboid:100575;;2687443.0;1251855.0;432.0;47.41170141452839, 8.597268745581124
91092;85;ch:1:sloid:91092;8591092;7;Zürich, Bollingerweg;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Bus;BUS;BUS;BUS;ZH;Zürich;261;Zürich;ch:1:sboid:100648;;2682959.0;1252078.0;440.0;47.4142871144725, 8.537903868161449
91098;85;ch:1:sloid:91098;8591098;4;Zürich, Brunau/Mutschellenstr.;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Bus;BUS;BUS;BUS;ZH;Zürich;261;Zürich;ch:1:sboid:100648;;2682238.0;1245492.0;429.0;47.355147285461, 8.527140743845177
90863;85;ch:1:sloid:90863;8590863;2;Wädenswil, Meierhof;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;807;SZU Auto;Automobildienst SZU;CH;;Bus;BUS;BUS;BUS;ZH;Wädenswil;293;Wädenswil;ch:1:sboid:100606;;2694156.0;1230991.999;427.0;47.22314906802975, 8.68182389714408
90923;85;ch:1:sloid:90923;8590923;4;Winterthur, Bezirksgebäude;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;882;SBW;Stadtbus Winterthur;CH;;Bus;BUS;BUS;BUS;ZH;Winterthur;230;Winterthur;ch:1:sboid:100681;;2697289.0;1262261.0;442.0;47.503899284158, 8.72997776753165
90900;85;ch:1:sloid:90900;8590900;2;Wallisellen, Zielacker;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;773;VBG;Verkehrsbetriebe Glattal;CH;;Bus;BUS;BUS;BUS;ZH;Wallisellen;69;Wallisellen;ch:1:sboid:100575;;2688013.0;1252183.0;455.0;47.414575225638934, 8.604884886408204
90921;85;ch:1:sloid:90921;8590921;8;Winterthur Wülflingen, Bahnhof;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;882;SBW;Stadtbus Winterthur;CH;;Bus;BUS;BUS;BUS;ZH;Winterthur;230;Winterthur;ch:1:sboid:100681;;2693589.0;1262505.0;422.0;47.50663076577737, 8.680925881985695
90905;85;ch:1:sloid:90905;8590905;1;Wangen b D'dorf, Weidli;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;Wangen bei Dübendorf, Weidli;;*;;773;VBG;Verkehrsbetriebe Glattal;CH;;Bus;BUS;BUS;BUS;ZH;Wangen-Brüttisellen;200;Wangen b. Dübendorf;ch:1:sboid:100575;;2690656.0;1251987.0;436.0;47.41245397113936, 8.63986212921126
90925;85;ch:1:sloid:90925;8590925;9;Winterthur, Breite;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;882;SBW;Stadtbus Winterthur;CH;;Bus;BUS;BUS;BUS;ZH;Winterthur;230;Winterthur;ch:1:sboid:100681;;2697007.0;1260740.0;478.0;47.49026309070222, 8.725904146610425
90911;85;ch:1:sloid:90911;8590911;9;Weiningen ZH, Ausserdorf;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Bus;BUS;BUS;BUS;ZH;Weiningen (ZH);251;Weiningen ZH;ch:1:sboid:100648;;2675531.0;1252356.0;411.0;47.41768122224901, 8.439534541769845
90910;85;ch:1:sloid:90910;8590910;1;Weiningen ZH, Aegelsee;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Bus;BUS;BUS;BUS;ZH;Weiningen (ZH);251;Weiningen ZH;ch:1:sboid:100648;;2675913.0;1252141.0;416.0;47.41570371184665, 8.444559599793664
90945;85;ch:1:sloid:90945;8590945;7;Winterthur, Gaswerk;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;882;SBW;Stadtbus Winterthur;CH;;Bus;BUS;BUS;BUS;ZH;Winterthur;230;Winterthur;ch:1:sboid:100681;;2695860.0;1261135.0;436.0;47.493983460316116, 8.710771144991595
90918;85;ch:1:sloid:90918;8590918;4;Winterthur, Autobahn;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;882;SBW;Stadtbus Winterthur;CH;;Bus;BUS;BUS;BUS;ZH;Winterthur;230;Winterthur;ch:1:sboid:100681;;2694164.0;1263122.0;409.0;47.512097144694, 8.688687631098889
90949;85;ch:1:sloid:90949;8590949;9;Winterthur, Grüzenstrasse;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;882;SBW;Stadtbus Winterthur;CH;;Bus;BUS;BUS;BUS;ZH;Winterthur;230;Winterthur;ch:1:sboid:100681;;2698400.0;1261649.0;449.0;47.49823040121513, 8.744586591598836
90959;85;ch:1:sloid:90959;8590959;8;Winterthur, Hinterwiesli;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;882;SBW;Stadtbus Winterthur;CH;;Bus;BUS;BUS;BUS;ZH;Winterthur;230;Winterthur;ch:1:sboid:100681;;2696293.0;1262426.0;434.0;47.505529748316356, 8.716795500778078
90948;85;ch:1:sloid:90948;8590948;1;Winterthur, Grüze-Märkte;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;882;SBW;Stadtbus Winterthur;CH;;Bus;BUS;BUS;BUS;ZH;Winterthur;230;Winterthur;ch:1:sboid:100681;;2699404.0;1261212.0;453.0;47.49414956250111, 8.757811656944813
90939;85;ch:1:sloid:90939;8590939;0;Winterthur, Feldtal;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;882;SBW;Stadtbus Winterthur;CH;;Bus;BUS;BUS;BUS;ZH;Winterthur;230;Winterthur;ch:1:sboid:100681;;2695668.0;1262710.0;430.0;47.50817494143963, 8.708561850652659
90973;85;ch:1:sloid:90973;8590973;9;Winterthur, Nägelsee;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;882;SBW;Stadtbus Winterthur;CH;;Bus;BUS;BUS;BUS;ZH;Winterthur;230;Winterthur;ch:1:sboid:100681;;2695165.0;1261422.0;427.0;47.49666535074055, 8.70161077713578
90972;85;ch:1:sloid:90972;8590972;1;Winterthur, Musikschule;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;882;SBW;Stadtbus Winterthur;CH;;Bus;BUS;BUS;BUS;ZH;Winterthur;230;Winterthur;ch:1:sboid:100681;;2697606.0;1262539.0;456.0;47.50635224094267, 8.734245594418963
91237;85;ch:1:sloid:91237;8591237;8;Zürich, Kronenstrasse;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Tram;TRAM;TRAM;TRAM;ZH;Zürich;261;Zürich;ch:1:sboid:100648;;2683098.04408;1249185.90503;445.1;47.388260115062096, 8.539208630686096
91272;85;ch:1:sloid:91272;8591272;5;Zürich, Max-Bill-Platz;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Bus;BUS;BUS;BUS;ZH;Zürich;261;Zürich;ch:1:sboid:100648;;2683218.0;1252055.0;439.0;47.414047586777976, 8.541331111222705
91242;85;ch:1:sloid:91242;8591242;8;Zürich, Langensteinenstrasse;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Bus;BUS;BUS;BUS;ZH;Zürich;261;Zürich;ch:1:sboid:100648;;2683887.907;1249667.838;523.7;47.39249417912035, 8.549758873420517
91259;85;ch:1:sloid:91259;8591259;2;Zürich, Lochergut;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Bus_Tram;BUS|TRAM;BUS|TRAM;BUS|TRAM;ZH;Zürich;261;Zürich;ch:1:sboid:100648;;2681479.899;1247734.846;412.2;47.37541230971959, 8.51751579077935
91289;85;ch:1:sloid:91289;8591289;9;Zürich, Neunbrunnen;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Bus;BUS;BUS;BUS;ZH;Zürich;261;Zürich;ch:1:sboid:100648;;2682978.0;1252347.0;439.0;47.416703906730596, 8.538205545872517
91294;85;ch:1:sloid:91294;8591294;9;Zürich, Oerlikerhus;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Tram;TRAM;TRAM;TRAM;ZH;Zürich;261;Zürich;ch:1:sboid:100648;;2684184.0;1252462.0;426.0;47.417585035171456, 8.554206352565279
91292;85;ch:1:sloid:91292;8591292;3;Zürich, Nürenbergstrasse;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Bus;BUS;BUS;BUS;ZH;Zürich;261;Zürich;ch:1:sboid:100648;;2682656.0;1249624.0;438.0;47.39225566251365, 8.533435730404136
91280;85;ch:1:sloid:91280;8591280;8;Zürich, Mötteliweg;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Bus;BUS;BUS;BUS;ZH;Zürich;261;Zürich;ch:1:sboid:100648;;2682096.0;1252029.0;447.0;47.4139546085646, 8.526460835379302
91260;85;ch:1:sloid:91260;8591260;0;Zürich, Loogarten;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Bus;BUS;BUS;BUS;ZH;Zürich;261;Zürich;ch:1:sboid:100648;;2678047.0;1249247.0;424.0;47.38942734023969, 8.472329231436671
91305;85;ch:1:sloid:91305;8591305;3;Zürich, Probstei;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Tram;TRAM;TRAM;TRAM;ZH;Zürich;261;Zürich;ch:1:sboid:100648;;2686656.0;1250567.0;436.0;47.40022221062815, 8.58659261528762
91267;85;ch:1:sloid:91267;8591267;5;Zürich, Maillartstrasse;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Bus;BUS;BUS;BUS;ZH;Zürich;261;Zürich;ch:1:sboid:100648;;2682518.0;1252285.0;439.0;47.41620413554112, 8.532099209907285
91311;85;ch:1:sloid:91311;8591311;1;Zürich, Rautistrasse;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Bus;BUS;BUS;BUS;ZH;Zürich;261;Zürich;ch:1:sboid:100648;;2678944.0;1248583.0;410.0;47.38334882657105, 8.48409111987166
91320;85;ch:1:sloid:91320;8591320;2;Zürich, Riedhofstrasse;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Bus;BUS;BUS;BUS;ZH;Zürich;261;Zürich;ch:1:sboid:100648;;2678564.0;1251533.0;465.0;47.40992478962496, 8.479577505149457
91310;85;ch:1:sloid:91310;8591310;3;Zürich, Rautihalde;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Bus;BUS;BUS;BUS;ZH;Zürich;261;Zürich;ch:1:sboid:100648;;2678186.0;1248887.0;426.0;47.386173220996454, 8.474107112067909
91303;85;ch:1:sloid:91303;8591303;8;Zürich, Platte;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Bus_Tram;BUS|TRAM;BUS|TRAM;BUS|TRAM;ZH;Zürich;261;Zürich;ch:1:sboid:100648;;2684133.0;1247727.0;453.0;47.37500833676803, 8.552639877612126
91302;85;ch:1:sloid:91302;8591302;0;Zürich, Pflegezentr. Käferberg;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Bus;BUS;BUS;BUS;ZH;Zürich;261;Zürich;ch:1:sboid:100648;;2681457.0;1250430.0;514.0;47.39965365746478, 8.517703319011169
91300;85;ch:1:sloid:91300;8591300;4;Zürich, Stodolastrasse;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Bus;BUS;BUS;BUS;ZH;Zürich;261;Zürich;ch:1:sboid:100648;;2687026.0;1245756.0;594.0;47.35690678295, 8.590557909421442
91331;85;ch:1:sloid:91331;8591331;9;Zürich, Sackzelg;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Bus;BUS;BUS;BUS;ZH;Zürich;261;Zürich;ch:1:sboid:100648;;2679820.0;1247598.0;418.0;47.37438475465388, 8.495515039579733
91318;85;ch:1:sloid:91318;8591318;6;Zürich, Riedbach;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Bus;BUS;BUS;BUS;ZH;Zürich;261;Zürich;ch:1:sboid:100648;;2684489.0;1252121.0;426.0;47.41447927747874, 8.55818310915391
91329;85;ch:1:sloid:91329;8591329;3;Zürich, Saalsporthalle;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Bus_Tram;BUS|TRAM;BUS|TRAM;BUS|TRAM;ZH;Zürich;261;Zürich;ch:1:sboid:100648;;2681725.0;1245787.0;420.0;47.35786415457694, 8.52040528115985
91328;85;ch:1:sloid:91328;8591328;5;Zürich, Rütihof;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Bus;BUS;BUS;BUS;ZH;Zürich;261;Zürich;ch:1:sboid:100648;;2678388.0;1251923.0;491.0;47.41345317533219, 8.477314213716495
91335;85;ch:1:sloid:91335;8591335;0;Zürich, Schaffhauserplatz;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Bus_Tram;BUS|TRAM;BUS|TRAM;BUS|TRAM;ZH;Zürich;261;Zürich;ch:1:sboid:100648;;2683055.0;1249560.0;458.0;47.391629902515696, 8.53870806656191
91344;85;ch:1:sloid:91344;8591344;2;Zürich, Schulhaus Altweg;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Bus;BUS;BUS;BUS;ZH;Zürich;261;Zürich;ch:1:sboid:100648;;2679724.0;1247362.0;424.0;47.37227392304337, 8.494202034589685
91322;85;ch:1:sloid:91322;8591322;8;Zürich, Röntgenstrasse;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Bus;BUS;BUS;BUS;ZH;Zürich;261;Zürich;ch:1:sboid:100648;;2682357.0;1248472.0;406.0;47.38193277149291, 8.529263812628558
91110;85;ch:1:sloid:91110;8591110;7;Zürich, Löwenbräu;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Bus_Tram;BUS|TRAM;BUS|TRAM;BUS|TRAM;ZH;Zürich;261;Zürich;ch:1:sboid:100648;;2682106.0;1249188.0;404.0;47.38840334673309, 8.526071679652805
91109;85;ch:1:sloid:91109;8591109;9;Zürich, Chinagarten;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Bus;BUS;BUS;BUS;ZH;Zürich;261;Zürich;ch:1:sboid:100648;;2684189.0;1245449.0;411.0;47.35451427630924, 8.552952976075513
91118;85;ch:1:sloid:91118;8591118;0;Zürich, Einfangstrasse;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Bus;BUS;BUS;BUS;ZH;Zürich;261;Zürich;ch:1:sboid:100648;;2681072.0;1252209.0;463.0;47.415700277202575, 8.512926389807589
91336;85;ch:1:sloid:91336;8591336;8;Zürich, Schäppiweg;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Bus;BUS;BUS;BUS;ZH;Zürich;261;Zürich;ch:1:sboid:100648;;2683978.0;1249363.0;543.0;47.38974119803549, 8.550894808988165
91358;85;ch:1:sloid:91358;8591358;2;Zürich, Segantinistrasse;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Bus;BUS;BUS;BUS;ZH;Zürich;261;Zürich;ch:1:sboid:100648;;2679352.0;1251268.0;487.0;47.40744706944471, 8.489970023529882
91131;85;ch:1:sloid:91131;8591131;3;Zürich, Fischerweg;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Bus_Tram;BUS|TRAM;BUS|TRAM;BUS|TRAM;ZH;Zürich;261;Zürich;ch:1:sboid:100648;;2681045.0;1249748.0;401.0;47.393571015982, 8.512122564483064
91128;85;ch:1:sloid:91128;8591128;9;Zürich, Fernsehstudio;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Bus_Tram;BUS|TRAM;BUS|TRAM;BUS|TRAM;ZH;Opfikon;66;Glattpark (Opfikon);ch:1:sboid:100648;;2684752.0;1252536.0;423.0;47.41817766248136, 8.561746333154336
91175;85;ch:1:sloid:91175;8591175;0;Zürich, Hallenbad Oerlikon;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Bus;BUS;BUS;BUS;ZH;Zürich;261;Zürich;ch:1:sboid:100648;;2684320.0;1251699.0;426.0;47.41070579534229, 8.555864393104715
91188;85;ch:1:sloid:91188;8591188;3;Zürich, Herzogenmühlestrasse;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Bus;BUS;BUS;BUS;ZH;Zürich;261;Zürich;ch:1:sboid:100648;;2685596.0;1251364.0;429.0;47.40752843574672, 8.57270490629862
91195;85;ch:1:sloid:91195;8591195;8;Zürich, Höfliweg;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Bus;BUS;BUS;BUS;ZH;Zürich;261;Zürich;ch:1:sboid:100648;;2680996.894;1246856.852;427.0;47.36757568563682, 8.51096217509236
91172;85;ch:1:sloid:91172;8591172;7;Zürich, Hagenholz;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Bus;BUS;BUS;BUS;ZH;Zürich;261;Zürich;ch:1:sboid:100648;;2684289.0;1252110.0;426.0;47.414405985047026, 8.555531205243382
91156;85;ch:1:sloid:91156;8591156;0;Zürich, Germaniastrasse;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Bus_Standseilbahn;BUS|CABLE_RAILWAY;BUS|CABLE_RAILWAY;BUS|CABLE_RAILWAY;ZH;Zürich;261;Zürich;ch:1:sboid:100648;SBA.61.037.5;2684105.0;1249093.0;565.0;47.387296801690866, 8.552525910336351
91192;85;ch:1:sloid:91192;8591192;5;Zürich, Hinterbergstrasse;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;849;VBZ;Verkehrsbetriebe Zürich;CH;;Bus;BUS;BUS;BUS;ZH;Zürich;261;Zürich;ch:1:sboid:100648;;2684270.901;1248295.831;510.6;47.38010640400605, 8.554572700537026
