Nummer;Ländercode;Swiss Location ID;DiDok-Code;Prüfziffer;Bezeichnung Offiziell;Status Haltestellenname;Haltestellentyp;Type d'arrêt;Stop Type;Tipo di fermata;Bezeichnung Lang;Abkürzung;Betriebspunkt des Fahrplans;Bedienpunkt;Geschäftsorganisation Nummer;Geschäftsorganisation Abkürzung;Geschäftsorganisation Name;ISO-Ländercode;Typ reiner Betriebspunkt;Verkehrsmittel;Moyen de transport;Mezzi di trasporto;Means of Transport;Kanton;Gemeinde;Gemeindenummer BFS;Ortschaft;Swiss Business Organisation ID;BAV Kommentar;E-Koordinate;N-Koordinate;Höhe über Meer;Link auf Karte
82608;85;ch:1:sloid:82608;8582608;1;Lanterswil, Schulhaus;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;TG;Bussnang;4921;Lanterswil;ch:1:sboid:100602;;2724793.0;1264688.0;576.0;47.52107573759742, 9.095632598826548
82609;85;ch:1:sloid:82609;8582609;9;Glarus, Pfrundhaus;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;GL;Glarus;1632;Glarus;ch:1:sboid:100602;;2723196.0;1211118.0;508.0;47.039647184670535, 9.059737697946824
82615;85;ch:1:sloid:82615;8582615;6;Basse-Nendaz, Le Jaheux;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Nendaz;6024;Basse-Nendaz;ch:1:sboid:100602;;2589821.41923;1115800.21022;1040.0;46.19358488930857, 7.306798703964724
82613;85;ch:1:sloid:82613;8582613;1;Elgg, Post;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;ZH;Elgg;294;Elgg;ch:1:sboid:100602;;2707533.0;1261396.0;511.0;47.4945246900269, 8.865712926338421
82644;85;ch:1:sloid:82644;8582644;6;Däniken, Reformierte Kirche;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;SO;Däniken;2572;Däniken SO;ch:1:sboid:100602;;2641279.0;1244851.0;388.0;47.35321857911232, 7.98496796438981
82438;85;ch:1:sloid:82438;8582438;3;Illarsaz, canal;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;818;TPC Auto;Transports Publics du Chablais (Bus);CH;;Bus;BUS;BUS;BUS;VS;Collombey-Muraz;6152;Muraz (Collombey);ch:1:sboid:100617;;2561009.0;1128140.0;384.0;46.30353054884448, 6.932553738283192
82411;85;ch:1:sloid:82411;8582411;0;Breitenbach, Margrieben;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;SO;Breitenbach;2613;Breitenbach;ch:1:sboid:100602;;2608863.0;1250534.0;446.0;47.40556322610815, 7.556043797907226
82408;85;ch:1:sloid:82408;8582408;6;Sessa, La Costa;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;TI;Tresa;5239;Sessa;ch:1:sboid:100602;;2707433.0;1096104.0;562.0;46.00794741480744, 8.825611195506173
82415;85;ch:1:sloid:82415;8582415;1;Ruggell, Noflerstrasse;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;805;VLM;Verkehrsbetrieb LIECHTENSTEINmobil;LI;;Bus;BUS;BUS;BUS;;Ruggell;7010;Ruggell;ch:1:sboid:100604;;2758316.0;1234542.0;432.0;47.24280985062306, 9.529894523321452
82430;85;ch:1:sloid:82430;8582430;0;Corbeyrier, Luan;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;818;TPC Auto;Transports Publics du Chablais (Bus);CH;;Bus;BUS;BUS;BUS;VD;Corbeyrier;5404;Corbeyrier;ch:1:sboid:100617;;2564234.0;1134163.0;1188.0;46.35789011331809, 6.973947818906307
82454;85;ch:1:sloid:82454;8582454;0;Iselisberg, Abzweigung;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;TG;Uesslingen-Buch;4616;Buch b. Frauenfeld;ch:1:sboid:100602;;2705327.0;1271774.0;500.0;47.58820419249032, 8.838900871871099
82465;85;ch:1:sloid:82465;8582465;6;Grindelwald, Panorama;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;146;STI;STI Bus AG;CH;;Bus;BUS;BUS;BUS;BE;Grindelwald;576;Grindelwald;ch:1:sboid:100118;;2646637.0;1164525.0;1160.0;46.63034745533767, 8.047635340408512
82432;85;ch:1:sloid:82432;8582432;6;Bramois, Est;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Sion;6266;Bramois;ch:1:sboid:100602;;2597494.0;1120241.0;506.0;46.23360555642197, 7.406159891795288
82469;85;ch:1:sloid:82469;8582469;8;Bad Ragaz, Zentrum;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;SG;Bad Ragaz;3291;Bad Ragaz;ch:1:sboid:100602;;2756754.0;1208026.0;513.0;47.00475788505685, 9.500068851472456
82486;85;ch:1:sloid:82486;8582486;2;Düdingen, Warpel;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;FR;Düdingen;2293;Düdingen;ch:1:sboid:100602;;2581836.0;1189671.0;591.0;46.8579207596259, 7.200442529688956
88353;85;ch:1:sloid:88353;8588353;8;Langnau i.E., Hotel Emmental;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;LNHE;*;;871;BLAG;Busland AG;CH;;Bus;BUS;BUS;BUS;BE;Langnau im Emmental;902;Langnau im Emmental;ch:1:sboid:100670;;2626582.0;1198603.0;672.0;46.937987065206016, 7.787733003446366
88346;85;ch:1:sloid:88346;8588346;2;Avry-sur-Matran, école;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;834;TPF Auto;Service d'automobiles TPF;CH;;Bus;BUS;BUS;BUS;FR;Avry;2174;Avry-sur-Matran;ch:1:sboid:100633;;2571926.0;1181839.0;691.0;46.78712417495997, 7.070973315824462
88378;85;ch:1:sloid:88378;8588378;5;Röthenbach i.E., Feldmatt;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;ROFM;*;;871;BLAG;Busland AG;CH;;Bus;BUS;BUS;BUS;BE;Röthenbach im Emmental;904;Röthenbach im Emmental;ch:1:sboid:100670;;2623589.0;1189770.0;812.0;46.85864543417471, 7.7479702021439465
88394;85;ch:1:sloid:88394;8588394;2;Bärau, Bäraugrund;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;BABD;*;;871;BLAG;Busland AG;CH;;Bus;BUS;BUS;BUS;BE;Langnau im Emmental;902;Bärau;ch:1:sboid:100670;;2627710.0;1198585.0;685.0;46.93777913906067, 7.802545681495961
88387;85;ch:1:sloid:88387;8588387;6;Oberfrittenbach, Stockmatte;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;OFSM;*;;871;BLAG;Busland AG;CH;;Bus;BUS;BUS;BUS;BE;Langnau im Emmental;902;Oberfrittenbach;ch:1:sboid:100670;;2626291.0;1201014.0;718.0;46.95968578369504, 7.78405047561459
88362;85;ch:1:sloid:88362;8588362;9;Schüpbach, Emmenbrücke;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;SPEB;*;;871;BLAG;Busland AG;CH;;Bus;BUS;BUS;BUS;BE;Signau;907;Schüpbach;ch:1:sboid:100670;;2622671.0;1197590.0;669.0;46.92901968816466, 7.736320176037015
88403;85;ch:1:sloid:88403;8588403;1;Trub, Grundsäge;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;TBGS;*;;871;BLAG;Busland AG;CH;;Bus;BUS;BUS;BUS;BE;Trub;908;Trub;ch:1:sboid:100670;;2633538.0;1198837.0;796.0;46.939777611083194, 7.879101391500567
88410;85;ch:1:sloid:88410;8588410;6;Trub, Mülebachbrücke;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;TBMB;*;;871;BLAG;Busland AG;CH;;Bus;BUS;BUS;BUS;BE;Trub;908;Trub;ch:1:sboid:100670;;2634884.0;1200883.0;844.0;46.95811218945156, 7.896935333304598
88680;85;ch:1:sloid:88680;8588680;4;Prangins, La Bruyère;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;741;BNP;Bus Nyon-Prangins;CH;;Bus;BUS;BUS;BUS;VD;Prangins;5725;Prangins;ch:1:sboid:100543;;2508707.01355;1139124.56041;414.3;46.39725286107569, 6.251605183268332
88691;85;ch:1:sloid:88691;8588691;1;Gandegg;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;306;LABB;Lauchernalp Bergbahnen AG;CH;;Sesselbahn;CHAIRLIFT;CHAIRLIFT;CHAIRLIFT;VS;Wiler (Lötschen);6202;Wiler (Lötschen);ch:1:sboid:100263;SBA.73.035.9;2624567.0;1141623.0;2717.0;46.425507021729864, 7.758229018701647
88718;85;ch:1:sloid:88718;8588718;2;Baar, Paradies;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;839;ZVB;Zugerland Verkehrsbetriebe;CH;;Bus;BUS;BUS;BUS;ZG;Baar;1701;Baar;ch:1:sboid:100638;;2683290.0;1227909.999;457.0;47.1968892766367, 8.537803860083221
88675;85;ch:1:sloid:88675;8588675;4;Prangins, gare;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;741;BNP;Bus Nyon-Prangins;CH;;Bus;BUS;BUS;BUS;VD;Prangins;5725;Prangins;ch:1:sboid:100543;;2508212.61734;1139001.54672;417.6;46.39607883515992, 6.245202150092708
88717;85;ch:1:sloid:88717;8588717;4;Eriswil, Altersheim;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;ERAH;*;;871;BLAG;Busland AG;CH;;Bus;BUS;BUS;BUS;BE;Eriswil;953;Eriswil;ch:1:sboid:100670;;2631141.0;1213920.0;778.0;47.07556504640188, 7.848654703314408
88716;85;ch:1:sloid:88716;8588716;6;St. Niklaus b. Koppigen, Heim;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;SNKH;*;;871;BLAG;Busland AG;CH;;Bus;BUS;BUS;BUS;BE;Koppigen;413;Koppigen;ch:1:sboid:100670;;2613544.0;1219882.999;485.0;47.12979346730408, 7.617139227100145
88722;85;ch:1:sloid:88722;8588722;4;Cressier FR, bif.;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;FR;Cressier (FR);2257;Cressier FR;ch:1:sboid:100602;;2578160.0;1194550.0;537.0;46.9016973954734, 7.152003444906419
88709;85;ch:1:sloid:88709;8588709;1;Hünenberg, Bösch;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;839;ZVB;Zugerland Verkehrsbetriebe;CH;;Bus;BUS;BUS;BUS;ZG;Hünenberg;1703;Hünenberg;ch:1:sboid:100638;;2675556.0;1223831.999;445.0;47.16114079232028, 8.435066758660414
88679;85;ch:1:sloid:88679;8588679;6;Prangins, La Tuilière;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;741;BNP;Bus Nyon-Prangins;CH;;Bus;BUS;BUS;BUS;VD;Prangins;5725;Prangins;ch:1:sboid:100543;;2508261.10675;1139380.67301;420.5;46.39949556388446, 6.2457574680511705
88699;85;ch:1:sloid:88699;8588699;4;Bern, Wankdorf Center;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;827;SVB Auto;Städtische Verkehrsbetriebe Bern;CH;;Bus_Tram;BUS|TRAM;BUS|TRAM;BUS|TRAM;BE;Bern;351;Bern;ch:1:sboid:100626;;2602075.0;1201175.0;555.0;46.96164906992609, 7.46589504958962
88729;85;ch:1:sloid:88729;8588729;9;Zug, Athene;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;839;ZVB;Zugerland Verkehrsbetriebe;CH;;Bus;BUS;BUS;BUS;ZG;Zug;1711;Zug;ch:1:sboid:100638;;2681685.0;1223859.999;443.0;47.16066427076191, 8.515891748345853
88733;85;ch:1:sloid:88733;8588733;1;Seewen SZ, Seewen Markt;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;841;AAGS;Auto AG Schwyz;CH;;Bus;BUS;BUS;BUS;SZ;Schwyz;1372;Seewen SZ;ch:1:sboid:100640;;2690380.0;1209732.0;461.0;47.03246801783566, 8.62772153968397
88739;85;ch:1:sloid:88739;8588739;8;Kloten, Lägernstrasse;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;773;VBG;Verkehrsbetriebe Glattal;CH;;Bus;BUS;BUS;BUS;ZH;Kloten;62;Kloten;ch:1:sboid:100575;;2685813.957;1255547.818;455.1;47.4451258320736, 8.576395951991877
88738;85;ch:1:sloid:88738;8588738;0;Kloten, Härdlen;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;773;VBG;Verkehrsbetriebe Glattal;CH;;Bus;BUS;BUS;BUS;ZH;Kloten;62;Kloten;ch:1:sboid:100575;;2686817.0;1256740.0;447.0;47.455715642056525, 8.589924889867431
88743;85;ch:1:sloid:88743;8588743;0;Wallisellen, Frohheimstrasse;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;773;VBG;Verkehrsbetriebe Glattal;CH;;Bus;BUS;BUS;BUS;ZH;Wallisellen;69;Wallisellen;ch:1:sboid:100575;;2686788.0;1252712.0;431.0;47.41949522305028, 8.588757488718652
88756;85;ch:1:sloid:88756;8588756;2;Röthenbach i.E., Schindellegi;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;ROSD;*;;871;BLAG;Busland AG;CH;;Bus;BUS;BUS;BUS;BE;Röthenbach im Emmental;904;Röthenbach im Emmental;ch:1:sboid:100670;;2622120.0;1190557.0;989.0;46.86577504065058, 7.728744601656401
88747;85;ch:1:sloid:88747;8588747;1;Horw, Steinibach;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;820;VBL;Verkehrsbetriebe Luzern AG;CH;;Bus;BUS;BUS;BUS;LU;Kriens;1059;Kriens;ch:1:sboid:100619;;2665743.0;1207841.0;445.0;47.018359561580844, 8.303340258828289
88797;85;ch:1:sloid:88797;8588797;6;Fleurier, Grand-Rue;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;796;TRN/Autrvt;Service d'automobiles TRN (rvt Auto);CH;;Bus;BUS;BUS;BUS;NE;Val-de-Travers;6512;Fleurier;ch:1:sboid:100598;;2534628.722;1194936.42;743.9;46.902310288651265, 6.580670558415415
88745;85;ch:1:sloid:88745;8588745;5;Wallisellen, Steinacker;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;773;VBG;Verkehrsbetriebe Glattal;CH;;Bus;BUS;BUS;BUS;ZH;Wallisellen;69;Wallisellen;ch:1:sboid:100575;;2686275.0;1252628.0;431.0;47.41880722222848, 8.581943850608956
88785;85;ch:1:sloid:88785;8588785;1;Münchenstein, Elektra Birseck;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;37;BLT;Baselland Transport;CH;;Bus_Tram;BUS|TRAM;BUS|TRAM;BUS|TRAM;BL;Münchenstein;2769;Münchenstein;ch:1:sboid:100019;;2613602.0;1262775.0;278.0;47.51557828506382, 7.619198749334339
88766;85;ch:1:sloid:88766;8588766;1;Basel, Bläsiring;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;823;BVB;Basler Verkehrsbetriebe;CH;;Tram;TRAM;TRAM;TRAM;BS;Basel;2701;Basel;ch:1:sboid:100622;;2611422.0;1268667.0;251.0;47.56861074359962, 7.590408208525839
88748;85;ch:1:sloid:88748;8588748;9;Horw, Zentrum;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;820;VBL;Verkehrsbetriebe Luzern AG;CH;;Bus;BUS;BUS;BUS;LU;Horw;1058;Horw;ch:1:sboid:100619;;2666357.0;1207918.0;446.0;47.01899101028474, 8.31142671915944
88765;85;ch:1:sloid:88765;8588765;3;Arlesheim, Stollenrain;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;37;BLT;Baselland Transport;CH;;Bus_Tram;BUS|TRAM;BUS|TRAM;BUS|TRAM;BL;Arlesheim;2763;Arlesheim;ch:1:sboid:100019;;2613018.0;1260267.0;300.0;47.49303345409022, 7.611372794617943
88551;85;ch:1:sloid:88551;8588551;7;Bremgarten BE, Seftau;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;850;RBS Auto;Autobusbetrieb RBS;CH;;Bus;BUS;BUS;BUS;BE;Bremgarten bei Bern;353;Bremgarten b. Bern;ch:1:sboid:100649;;2599852.435;1202149.825;488.0;46.97042075096172, 7.4366929481135005
88771;85;ch:1:sloid:88771;8588771;1;Basel, Hüningerstrasse;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;37;BLT;Baselland Transport;CH;;Tram;TRAM;TRAM;TRAM;BS;Basel;2701;Basel;ch:1:sboid:100019;;2610339.0;1269138.0;251.0;47.57286459986318, 7.576027149217407
88753;85;ch:1:sloid:88753;8588753;9;Dornach, Quidum;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;37;BLT;Baselland Transport;CH;;Bus;BUS;BUS;BUS;SO;Dornach;2473;Dornach;ch:1:sboid:100019;;2613745.30821;1258647.8516;358.0;47.47845623458516, 7.620974501285693
88769;85;ch:1:sloid:88769;8588769;5;Basel, Feldbergstrasse;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;823;BVB;Basler Verkehrsbetriebe;CH;;Bus_Tram;BUS|TRAM;BUS|TRAM;BUS|TRAM;BS;Basel;2701;Basel;ch:1:sboid:100622;;2611482.0;1268411.0;251.0;47.5663073242969, 7.591198967582663
88768;85;ch:1:sloid:88768;8588768;7;Basel, Dreirosenbrücke;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;823;BVB;Basler Verkehrsbetriebe;CH;;Bus_Tram;BUS|TRAM;BUS|TRAM;BUS|TRAM;BS;Basel;2701;Basel;ch:1:sboid:100622;;2611377.0;1268903.0;251.0;47.57073402414762, 7.589816214614531
88559;85;ch:1:sloid:88559;8588559;0;Bellach, Franziskanerhof;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;883;BSU;Busbetrieb Solothurn und Umgebung;CH;;Bus;BUS;BUS;BUS;SO;Bellach;2542;Bellach;ch:1:sboid:100682;;2605678.0;1229054.999;430.0;47.21240680428015, 7.51357949999018
88548;85;ch:1:sloid:88548;8588548;3;Hellsau, Dorfmitte;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;HEDM;*;;870;ASM Auto;Automobildienste Aare Seeland mobil;CH;;Bus;BUS;BUS;BUS;BE;Hellsau;408;Hellsau;ch:1:sboid:100669;;2615923.0;1221794.0;478.0;47.146929794241686, 7.64856145552841
88558;85;ch:1:sloid:88558;8588558;2;Leuggelbach, Abzw. Haslen;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;LBAN;*;;856;AS;Autobetrieb Sernftal;CH;;Bus;BUS;BUS;BUS;GL;Glarus Süd;1631;Leuggelbach;ch:1:sboid:100655;;2722158.0;1204014.0;573.0;46.9759516527559, 9.044169970976018
88557;85;ch:1:sloid:88557;8588557;4;Haslen GL, Zünli;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;HNZI;*;;856;AS;Autobetrieb Sernftal;CH;;Bus;BUS;BUS;BUS;GL;Glarus Süd;1631;Haslen GL;ch:1:sboid:100655;;2722893.0;1204406.0;588.0;46.97934129830648, 9.053933510641258
88563;85;ch:1:sloid:88563;8588563;2;Belp, Rubigenstrasse;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;827;SVB Auto;Städtische Verkehrsbetriebe Bern;CH;;Bus;BUS;BUS;BUS;BE;Belp;861;Belp;ch:1:sboid:100626;;2604741.0;1193552.0;517.0;46.893065217559894, 7.500844571874091
88579;85;ch:1:sloid:88579;8588579;8;Steffisburg, Sonnenfeld;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;146;STI;STI Bus AG;CH;;Bus;BUS;BUS;BUS;BE;Steffisburg;939;Steffisburg;ch:1:sboid:100118;;2614029.0;1179446.001;569.0;46.76604706745752, 7.622289523846171
88565;85;ch:1:sloid:88565;8588565;7;Heimberg, Garage;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;146;STI;STI Bus AG;CH;;Bus;BUS;BUS;BUS;BE;Heimberg;928;Heimberg;ch:1:sboid:100118;;2612846.59306;1182247.12712;556.0;46.791268004404785, 7.606888917817576
88588;85;ch:1:sloid:88588;8588588;9;Bellach, Wallierenweg;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;883;BSU;Busbetrieb Solothurn und Umgebung;CH;;Bus;BUS;BUS;BUS;SO;Bellach;2542;Bellach;ch:1:sboid:100682;;2604532.36461;1229617.46052;486.0;47.217474684802006, 7.498462262791399
88581;85;ch:1:sloid:88581;8588581;4;Steffisburg, Alte Bernstrasse;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;146;STI;STI Bus AG;CH;;Bus;BUS;BUS;BUS;BE;Steffisburg;939;Steffisburg;ch:1:sboid:100118;;2613547.0;1180656.001;566.0;46.776941416449475, 7.616015322536617
88598;85;ch:1:sloid:88598;8588598;8;Sorens, Camping;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;834;TPF Auto;Service d'automobiles TPF;CH;;Bus;BUS;BUS;BUS;FR;Sorens;2153;Sorens;ch:1:sboid:100633;;2568268.30542;1169256.1203;1025.7;46.67377234868176, 7.023945935700639
82491;85;ch:1:sloid:82491;8582491;2;Cornaux, gare;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;NE;Cornaux;6451;Cornaux NE;ch:1:sboid:100602;;2568399.0;1209873.0;436.0;47.03913417158384, 7.022832429061137
88585;85;ch:1:sloid:88585;8588585;5;Bellach, Rütti;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;883;BSU;Busbetrieb Solothurn und Umgebung;CH;;Bus;BUS;BUS;BUS;SO;Bellach;2542;Bellach;ch:1:sboid:100682;;2604326.0;1229679.0;495.0;47.2180295726505, 7.495738496648494
82504;85;ch:1:sloid:82504;8582504;2;Ovronnaz, chapelle;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Leytron;6135;Ovronnaz;ch:1:sboid:100602;;2579417.0;1116596.0;1302.0;46.20050447993504, 7.171992068443459
88601;85;ch:1:sloid:88601;8588601;0;Sorens, Foyer;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;834;TPF Auto;Service d'automobiles TPF;CH;;Bus;BUS;BUS;BUS;FR;Sorens;2153;Sorens;ch:1:sboid:100633;;2570528.43335;1168775.39128;845.4;46.66955195123212, 7.053513264390871
82510;85;ch:1:sloid:82510;8582510;9;Bad Zurzach, Feldblumenweg;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;AG;Zurzach;4324;Bad Zurzach;ch:1:sboid:100602;;2663444.0;1271889.0;345.0;47.59462379407566, 8.28215700699119
88584;85;ch:1:sloid:88584;8588584;8;Bellach, Bahnhof;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;883;BSU;Busbetrieb Solothurn und Umgebung;CH;;Bus;BUS;BUS;BUS;SO;Bellach;2542;Bellach;ch:1:sboid:100682;;2605271.0;1228714.999;434.0;47.20935194698493, 7.50820302148802
82492;85;ch:1:sloid:82492;8582492;0;Cressier NE, gare;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;NE;Cressier (NE);6452;Cressier NE;ch:1:sboid:100602;;2569622.0;1211311.0;438.0;47.0521261729265, 7.038827371833563
88605;85;ch:1:sloid:88605;8588605;1;Cormérod, Paccoty;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;834;TPF Auto;Service d'automobiles TPF;CH;;Bus;BUS;BUS;BUS;FR;Misery-Courtion;2272;Cormérod;ch:1:sboid:100633;;2572967.69602;1190131.32618;583.9;46.86175901062597, 7.084123007180598
82519;85;ch:1:sloid:82519;8582519;0;Bad Zurzach, Triumph;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;AG;Zurzach;4324;Bad Zurzach;ch:1:sboid:100602;;2664719.0;1270837.0;340.0;47.58503861810268, 8.29895443920841
