Nummer;Ländercode;Swiss Location ID;DiDok-Code;Prüfziffer;Bezeichnung Offiziell;Status Haltestellenname;Haltestellentyp;Type d'arrêt;Stop Type;Tipo di fermata;Bezeichnung Lang;Abkürzung;Betriebspunkt des Fahrplans;Bedienpunkt;Geschäftsorganisation Nummer;Geschäftsorganisation Abkürzung;Geschäftsorganisation Name;ISO-Ländercode;Typ reiner Betriebspunkt;Verkehrsmittel;Moyen de transport;Mezzi di trasporto;Means of Transport;Kanton;Gemeinde;Gemeindenummer BFS;Ortschaft;Swiss Business Organisation ID;BAV Kommentar;E-Koordinate;N-Koordinate;Höhe über Meer;Link auf Karte
70789;85;ch:1:sloid:70789;8570789;3;Botyre (Ayent), Le Creux;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Ayent;6082;Botyre (Ayent);ch:1:sboid:100602;;2597781.0;1125164.0;970.0;46.27789196426288, 7.409856050430142
70811;85;ch:1:sloid:70811;8570811;5;Lens, poste;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Lens;6240;Lens;ch:1:sboid:100602;;2600599.0;1125332.0;1128.0;46.27940692556384, 7.4464154179503135
70795;85;ch:1:sloid:70795;8570795;0;Anzère, Chamossaire;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Ayent;6082;Anzère;ch:1:sboid:100602;;2597491.0;1127118.0;1415.0;46.295468344081314, 7.406082921743938
70809;85;ch:1:sloid:70809;8570809;9;Icogne, village;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Icogne;6239;Icogne;ch:1:sboid:100602;bis 2018: Icogne, poste;2600041.0;1126606.0;1030.0;46.290867545770276, 7.439175948545971
70813;85;ch:1:sloid:70813;8570813;1;Lens, La Trionnaz;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Lens;6240;Lens;ch:1:sboid:100602;;2601114.0;1126380.0;1250.0;46.28883372823373, 7.453099275619189
70824;85;ch:1:sloid:70824;8570824;8;Flanthey, Vaas-d'en-Bas;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Lens;6240;Flanthey;ch:1:sboid:100602;;2601364.0;1124170.0;634.0;46.26895298787004, 7.456337158273605
70825;85;ch:1:sloid:70825;8570825;5;Flanthey, Oasis;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Lens;6240;Flanthey;ch:1:sboid:100602;;2601454.0;1124322.0;673.0;46.270320141587376, 7.457505027569213
70834;85;ch:1:sloid:70834;8570834;7;Argnou (Ayent), centre;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Ayent;6082;Argnou (Ayent);ch:1:sboid:100602;;2597014.0;1123510.0;812.0;46.26301017175057, 7.399916271555145
70845;85;ch:1:sloid:70845;8570845;3;Fey (Nendaz), Crevey;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Nendaz;6024;Fey (Nendaz);ch:1:sboid:100602;;2587338.0;1115164.0;842.0;46.187819403380225, 7.274647492437029
70833;85;ch:1:sloid:70833;8570833;9;Argnou (Ayent), Les Frisses;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Ayent;6082;Argnou (Ayent);ch:1:sboid:100602;;2597107.0;1123416.0;796.0;46.26216500134306, 7.401123069780611
70800;85;ch:1:sloid:70800;8570800;8;Fortunau (Ayent), Les Giettes;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Ayent;6082;Fortunau (Ayent);ch:1:sboid:100602;;2598925.0;1127864.0;1150.0;46.30218305472996, 7.424691025239197
70838;85;ch:1:sloid:70838;8570838;8;Sion, Tennis Iles;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Sion;6266;Sion;ch:1:sboid:100602;;2590713.0;1117947.0;482.0;46.21290949135615, 7.318304640164601
70839;85;ch:1:sloid:70839;8570839;6;Sion, Camping des Iles;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Sion;6266;Sion;ch:1:sboid:100602;;2590204.0;1117819.0;478.0;46.21175078206399, 7.311711753640909
70875;85;ch:1:sloid:70875;8570875;0;Veysonnaz, La Fantanette;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Veysonnaz;6267;Veysonnaz;ch:1:sboid:100602;bis 2018: Veysonnaz, poste;2592257.0;1116043.0;1261.0;46.1958016206825, 7.338343567583871
70872;85;ch:1:sloid:70872;8570872;7;Haute-Nendaz, bif. Planchouet;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Nendaz;6024;Haute-Nendaz;ch:1:sboid:100602;;2590479.0;1110975.0;1562.0;46.15018912388131, 7.315415558556283
70867;85;ch:1:sloid:70867;8570867;7;Haute-Nendaz, bif.Le Déserteur;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Nendaz;6024;Haute-Nendaz;ch:1:sboid:100602;;2588878.0;1114363.0;1350.0;46.18064133966835, 7.294612701063857
70876;85;ch:1:sloid:70876;8570876;8;Salins, Pravidondaz;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Sion;6266;Pravidondaz (Salins);ch:1:sboid:100602;;2593320.0;1117763.0;740.0;46.21128552703752, 7.352088676142505
70870;85;ch:1:sloid:70870;8570870;1;Haute-Nendaz, Chapelle-Bleusy;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Nendaz;6024;Haute-Nendaz;ch:1:sboid:100602;;2590168.0;1113330.0;1414.0;46.17136914629247, 7.311340420769463
70647;85;ch:1:sloid:70647;8570647;3;Bex, route des Monts bif.;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;818;TPC Auto;Transports Publics du Chablais (Bus);CH;;Bus;BUS;BUS;BUS;VD;Bex;5402;Bex;ch:1:sboid:100617;;2569035.0;1123755.0;595.0;46.264504251667496, 7.037018680762522
70652;85;ch:1:sloid:70652;8570652;3;Massongex, gare;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Massongex;6215;Massongex;ch:1:sboid:100602;bis 2018: Massongex, poste;2565109.0;1121229.0;399.0;46.24158891542053, 6.986287737431761
70648;85;ch:1:sloid:70648;8570648;1;Bex, Les Véneresses;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;818;TPC Auto;Transports Publics du Chablais (Bus);CH;;Bus;BUS;BUS;BUS;VD;Bex;5402;Frenières-sur-Bex;ch:1:sboid:100617;;2570701.0;1123688.0;768.0;46.26397644068502, 7.058631092902527
70656;85;ch:1:sloid:70656;8570656;4;Daviaz, Vers-chez-Combe;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Massongex;6215;Massongex;ch:1:sboid:100602;;2565019.0;1119381.0;674.0;46.2249606382973, 6.985259767654043
70669;85;ch:1:sloid:70669;8570669;7;Lavey-les-Bains, Et. Thermal;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VD;Lavey-Morcles;5406;Lavey-les-Bains;ch:1:sboid:100602;;2567558.0;1117097.0;419.0;46.20454256509827, 7.01832590055838
70686;85;ch:1:sloid:70686;8570686;1;Versegères, Les Matteys;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;835;TMR Auto;Service d'automobiles TMR;CH;;Bus;BUS;BUS;BUS;VS;Val de Bagnes;6037;Versegères;ch:1:sboid:100634;;2584077.0;1101682.0;879.0;46.06647232247592, 7.232871615726826
70663;85;ch:1:sloid:70663;8570663;0;Vérossaz, La Doey place;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Vérossaz;6220;Vérossaz;ch:1:sboid:100602;;2564843.0;1117846.0;881.0;46.21114343756093, 6.983094540785853
70672;85;ch:1:sloid:70672;8570672;1;Sembrancher, gare;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;835;TMR Auto;Service d'automobiles TMR;CH;;Bus;BUS;BUS;BUS;VS;Sembrancher;6035;Sembrancher;ch:1:sboid:100634;;2577360.0;1102910.0;712.0;46.077325953957626, 7.146007744843586
70666;85;ch:1:sloid:70666;8570666;3;Lavey-Village, centre;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VD;Lavey-Morcles;5406;Lavey-Village;ch:1:sboid:100602;bis 2018: Lavey-Village, poste;2567462.0;1118813.0;438.0;46.219974128716665, 7.016962298697896
70667;85;ch:1:sloid:70667;8570667;1;Lavey-Village, Prés Râpets;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VD;Lavey-Morcles;5406;Lavey-Village;ch:1:sboid:100602;;2567336.0;1118600.0;418.0;46.21805197338087, 7.0153443450759525
70697;85;ch:1:sloid:70697;8570697;8;Pont-de-la-Morge, Mont d'Or;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Sion;6266;Pont-de-la-Morge (Sion);ch:1:sboid:100602;;2590841.0;1119295.0;500.0;46.22503730584466, 7.319936601105387
70706;85;ch:1:sloid:70706;8570706;7;Jonen, Weingasse;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;AG;Jonen;4071;Jonen;ch:1:sboid:100602;;2672567.0;1238503.0;419.0;47.293425751028046, 8.398016673059548
70683;85;ch:1:sloid:70683;8570683;8;Le Châble VS, place communale;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;835;TMR Auto;Service d'automobiles TMR;CH;;Bus;BUS;BUS;BUS;VS;Val de Bagnes;6037;Le Châble VS;ch:1:sboid:100634;;2582388.0;1103203.0;830.0;46.080112249145294, 7.2109871348875645
70701;85;ch:1:sloid:70701;8570701;8;Vétroz, poste;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Vétroz;6025;Vétroz;ch:1:sboid:100602;;2587642.0;1119377.0;487.0;46.225723419075486, 7.278472757050701
70709;85;ch:1:sloid:70709;8570709;1;Conthey, village;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Conthey;6023;Conthey;ch:1:sboid:100602;;2589854.0;1119937.0;508.0;46.230798197354076, 7.307130207390247
70713;85;ch:1:sloid:70713;8570713;3;Conthey, Bourg;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Conthey;6023;St-Séverin;ch:1:sboid:100602;;2589567.0;1120138.0;569.0;46.2326018871127, 7.30340553107172
70740;85;ch:1:sloid:70740;8570740;6;Savièse, Pradoumaye;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Savièse;6265;Savièse;ch:1:sboid:100602;;2593777.0;1122424.0;815.0;46.25321842075337, 7.357947400653237
70719;85;ch:1:sloid:70719;8570719;0;Aven, Motélon;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Conthey;6023;Aven;ch:1:sboid:100602;;2584305.0;1124900.0;1253.0;46.27533601111401, 7.235035252734485
71011;85;ch:1:sloid:71011;8571011;1;Saillon, le Canal;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Saillon;6140;Saillon;ch:1:sboid:100602;;2580960.0;1113921.0;472.0;46.17648703101259, 7.192090939730454
70741;85;ch:1:sloid:70741;8570741;4;Savièse, Zampelet;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Savièse;6265;Savièse;ch:1:sboid:100602;;2594282.0;1122965.0;840.0;46.25808958196591, 7.364489297501083
70746;85;ch:1:sloid:70746;8570746;3;Savièse, Monteiller rte Binii;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Savièse;6265;Savièse;ch:1:sboid:100602;;2593213.0;1122738.0;953.0;46.256037520311416, 7.3506290808528005
71030;85;ch:1:sloid:71030;8571030;1;Haldenstein, Dorf;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;766;BuS/cb;Bus und Service AG (Chur);CH;;Bus;BUS;BUS;BUS;GR;Chur;3901;Haldenstein;ch:1:sboid:100568;;2759173.0;1194080.0;567.0;46.87877941800121, 9.526984428932156
71035;85;ch:1:sloid:71035;8571035;0;Staldenried, Z'Furrersch Hüs;Validiert;Bedarfshaltestelle;Arrêt sur demande;ON_REQUEST;Fermata facoltativa;;;*;;280;LSG;Stalden-Gspon;CH;;Bus;BUS;BUS;BUS;VS;Staldenried;6294;Staldenried;ch:1:sboid:100238;Bedarfshaltestelle Rufbus;2633800.0;1120010.0;895.0;46.23068650068853, 7.876769318850672
71026;85;ch:1:sloid:71026;8571026;9;Bitzinen, Abzw.;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Visperterminen;6298;Visperterminen;ch:1:sboid:100602;;2635152.0;1123928.0;1083.0;46.26586151119105, 7.894588670046296
71050;85;ch:1:sloid:71050;8571050;9;Zeneggen, Alt Zeneggen;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Zeneggen;6299;Zeneggen;ch:1:sboid:100602;;2632544.0;1125253.0;1419.0;46.277911629568564, 7.8608542349087775
71051;85;ch:1:sloid:71051;8571051;7;Zeneggen, Mittlere Hellela;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Zeneggen;6299;Zeneggen;ch:1:sboid:100602;;2631397.0;1125554.0;1525.0;46.280673739184486, 7.845994125354877
71059;85;ch:1:sloid:71059;8571059;0;Bürchen, Zum Oberhüs;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Bürchen;6193;Bürchen;ch:1:sboid:100602;;2629076.0;1125176.0;1355.0;46.27737766339635, 7.815858013445458
71054;85;ch:1:sloid:71054;8571054;1;Bürchen, Bethania;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Bürchen;6193;Bürchen;ch:1:sboid:100602;;2630532.0;1125313.0;1631.0;46.27854560478202, 7.8347558977564145
71056;85;ch:1:sloid:71056;8571056;6;Bürchen, Albenwald;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Bürchen;6193;Bürchen;ch:1:sboid:100602;;2629340.0;1126407.0;1335.0;46.28843968687354, 7.819360296798668
71043;85;ch:1:sloid:71043;8571043;4;Visp, Untere Albe;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Visp;6297;Visp;ch:1:sboid:100602;;2633221.0;1126945.0;821.0;46.29309891845924, 7.86975758150117
71064;85;ch:1:sloid:71064;8571064;0;Bürchen, Bürchnerhof;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Bürchen;6193;Bürchen;ch:1:sboid:100602;;2629869.0;1124983.0;1514.0;46.275606824149, 7.826133391292427
71065;85;ch:1:sloid:71065;8571065;7;Bürchen, Station;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Bürchen;6193;Bürchen;ch:1:sboid:100602;;2630012.0;1124427.0;1579.0;46.27059896619577, 7.8279527613465785
71041;85;ch:1:sloid:71041;8571041;8;Visp, Hohlegasse;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Visp;6297;Visp;ch:1:sboid:100602;;2633707.0;1126841.0;695.0;46.29213922355474, 7.876056831182746
71046;85;ch:1:sloid:71046;8571046;7;Zeneggen, Klettergarten;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Zeneggen;6299;Zeneggen;ch:1:sboid:100602;;2633376.0;1125840.0;1200.0;46.2831512427964, 7.87168996083662
71069;85;ch:1:sloid:71069;8571069;9;Bürchen, Eischmatten;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Bürchen;6193;Bürchen;ch:1:sboid:100602;;2631108.0;1124394.0;1775.0;46.27025237885823, 7.842167370056314
71087;85;ch:1:sloid:71087;8571087;1;Ausserberg, Stapfa;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Ausserberg;6191;Ausserberg;ch:1:sboid:100602;;2631395.0;1129096.0;964.0;46.31253588871993, 7.8462065315886695
71061;85;ch:1:sloid:71061;8571061;6;Bürchen, Ibri;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Bürchen;6193;Bürchen;ch:1:sboid:100602;;2629409.0;1125624.0;1395.0;46.2813931914686, 7.820206298944384
71089;85;ch:1:sloid:71089;8571089;7;Ausserberg, Dorf;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Ausserberg;6191;Ausserberg;ch:1:sboid:100602;;2631776.0;1129327.0;1009.0;46.31459596417231, 7.851168243884685
71094;85;ch:1:sloid:71094;8571094;7;Eggerberg, Mühlackern;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Eggerberg;6004;Eggerberg;ch:1:sboid:100602;;2633577.0;1128462.0;818.0;46.30672739829708, 7.874486560153266
71105;85;ch:1:sloid:71105;8571105;1;Eggerberg, Sulzacker;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Eggerberg;6004;Eggerberg;ch:1:sboid:100602;;2634853.0;1129442.0;1345.0;46.315478073885906, 7.891122461749527
71083;85;ch:1:sloid:71083;8571083;0;Ausserberg, Giblätt;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Ausserberg;6191;Ausserberg;ch:1:sboid:100602;;2631382.0;1128728.0;806.0;46.30922615058745, 7.846013004735753
71112;85;ch:1:sloid:71112;8571112;7;Stalden VS, Walchgraben;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Stalden (VS);6293;Törbel;ch:1:sboid:100602;;2632389.0;1119912.0;1004.0;46.22987424766099, 7.858473135546102
70881;85;ch:1:sloid:70881;8570881;8;Les Agettes, Crettaz-à-l'Oeil;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Sion;6266;Crête-à-l'Oeil (Les Agettes);ch:1:sboid:100602;;2594745.0;1117777.0;982.0;46.21142426020279, 7.370553047970983
70908;85;ch:1:sloid:70908;8570908;9;Les Haudères, Praz do Lauc;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Evolène;6083;Les Haudères;ch:1:sboid:100602;;2605431.0;1103813.0;1420.0;46.08581011597647, 7.508858103346186
70898;85;ch:1:sloid:70898;8570898;2;Euseigne, Pyramides d'Euseigne;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Hérémence;6084;Euseigne;ch:1:sboid:100602;;2598452.0;1113541.0;956.0;46.173338122982805, 7.41860156905156
70899;85;ch:1:sloid:70899;8570899;0;Euseigne, bif. Mâche;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Hérémence;6084;Euseigne;ch:1:sboid:100602;;2599096.0;1113130.0;984.0;46.16964218519935, 7.426941287812384
70914;85;ch:1:sloid:70914;8570914;7;Arolla, Pramousse;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Evolène;6083;Arolla;ch:1:sboid:100602;;2603799.0;1098761.0;1846.0;46.04037588871134, 7.487719877783882
70896;85;ch:1:sloid:70896;8570896;6;Euseigne, Les Grangettes;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Hérémence;6084;Euseigne;ch:1:sboid:100602;;2597904.0;1114368.0;945.0;46.18077591978506, 7.411501933984465
71131;85;ch:1:sloid:71131;8571131;7;Steg VS, Sand;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;STSD;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Steg-Hohtenn;6204;Steg VS;ch:1:sboid:100602;;2623802.0;1128944.0;636.0;46.311479900719334, 7.747629287932949
70918;85;ch:1:sloid:70918;8570918;8;La Sage, Taillau;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Evolène;6083;La Sage;ch:1:sboid:100602;;2605999.0;1104933.0;1653.0;46.09588033471953, 7.516215227144674
70894;85;ch:1:sloid:70894;8570894;1;Vex, poste;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Vex;6089;Vex;ch:1:sboid:100602;;2596888.0;1117793.0;936.0;46.21158174719761, 7.398321080824235
70920;85;ch:1:sloid:70920;8570920;4;La Sage, Borza;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Evolène;6083;Villa (Evolène);ch:1:sboid:100602;;2605777.0;1106012.0;1736.0;46.10558841705372, 7.513357866255755
70926;85;ch:1:sloid:70926;8570926;1;Nax, Creux-de-Nax;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Mont-Noble;6090;Nax;ch:1:sboid:100602;;2598089.0;1119242.0;749.0;46.22462097298186, 7.413877053612767
70936;85;ch:1:sloid:70936;8570936;0;Eison, village;Validiert;Ordentliche Haltestelle;Arrêt ordinaire;ORDERLY;Fermata ordinaria;;;*;;801;PAG;PostAuto AG;CH;;Bus;BUS;BUS;BUS;VS;Saint-Martin (VS);6087;Eison (St-Martin);ch:1:sboid:100602;;2602115.0;1111430.0;1648.0;46.15434733064494, 7.466022858108826
